glosa,english
socialismo,socialism 
societa 1++G,society; association; company; organization; partnership 
soda 1,soda 
sofa 1,sofa 
sofi 1++G,wise; -sophy; prudent; sage; wisdom; wise 
sofi dice 1,proverb 
sojurna +,sojourn; stay (sojourn) 
soka,stocking 
soko,shoe (light) 
sola 1+,solar; sun 
solanum,nightshade 
soldata 1,soldier 
soldata-line 1,rank 
sole,be accustomed 
solea,sole (foot) 
soleci,speak incorrectly 
solemni 1++,solemn; earnest 
soleno,channel; pipe 
solicita,entreat 
solidi 1++,solid; firm 
soliloqi,speak alone 
solita (prefer solo),alone; lone; solitary; solitude 
"solitu (=solita, prefer solo) X",alone; solitary; solitude 
solo 1++,only; alone; lone; lonely; on one's own (alone); solely; solo; solitary; solitude 
solo mo 1++,single; singular 
solox,bristly; rough 
solu 1++,ground; soil 
solubili,soluble 
solutio,solution 
solve 1++,solve; dissolution; dissolve; solution 
solve-ma 1,solvent 
soma 1++G,body; somatic 
soma kosina 1++,mattress 
soma-va 1,bath 
somato (=soma) GX,body; somatic 
somni 1++,sleep; asleep; slumber 
somni-ka 1+,bedroom 
son spira 1+,sob 
sonda 1+,sound (test); probe; examine; tempt 
soni 1++,sound (acoustic); aloud; chime; play (music); pronounce; pronunciation; ring (sound) 
soni kine 1,racket 
soni klude 1,slam 
soni lauda 1+,applaud 
soni verba 1+,pronounce 
soni-karta,sound card (computer) 
soni-me 1,hooter 
sonia 1++,dream 
sono (=soni) X,pronounce; pronunciation 
sopo 1,sleep; asleep; slumber 
sopo-ka 1,dormitory 
sopo-mo 1,bed 
sopo-ve 1,pyjamas 
soprano 1,treble 
sorbe,absorb; suck in 
sordi,dirty 
soredi G,heap (n); pile 
sorex,mouse (especially shrew); shrew-mouse 
sorora (=sorori) 1X,sister 
sorori 1+,sister 
sorori andro 1+,brother-in-law 
sorta +,sort (n); sort (v); species 
sorti,divination 
sorti (French),go out 
soru 1,accumulate 
sosa (French) 1+,sauce 
sosi,double (of a person) 
soverani,sovereign 
soze G,keep; save 
space (=spaci) 1X,space 
spaci 1++,space 
spaci-navi 1,space ship 
spacia (=spaci) X,space 
spada (=spata) X,spade 
spadix,fleshy spike 
spakelo G,gangrene 
spalier,trellis 
spani G,scarce 
spank 1,spank 
sparakto G,tearer 
sparaso G,tear (to pieces); lacerate; mangle (tear) 
sparge,sprinkle 
sparnia,spare (be merciful); show mercy 
sparse,scatter; sprinkle 
spasm (=spasmo) X,jerk; jolt; spasm 
spasmo 1++G,spasm; jerk; jolt; jounce 
spata 1++,spade; shovel; scoop 
spatilo G,excrement 
spatu (=spata) 1X,shovel; spade; scoop 
spatula 1++,spoon 
spatula-ple 1,spoonful 
spe 1++,hope; expectancy; wish (hope) 
speci 1++,"species; brand; class; genus; for example; kind (sort, species); sort (n) "
speci krati 1,regime 
speciali +,especially; special 
speciali-pe,specialist 
specializa,specialize 
specifi,specify 
specioso,showy 
speka (=speku) 1X,glance 
spekta 1,look; aspect; look at 
spekta-pe 1,spectator 
spektakula 1+,pageant; show (n); sight (n) 
spektra,ghost 
spektra 1,spectrum; rainbow 
spektru (=spektra) X,spectrum; rainbow 
speku 1+,glance; look 
spekula 1++,mirror; speculate 
speleo (prefer kaverno) 1G,cave; cavern 
spend u tem 1,pass the time 
spende 1++,spend; exhaust; expend 
sperge 1,strew; scatter; intersperse 
sperma 1++G,seed; pip 
sperma-tem 1++,autumn; autumnal; fall (autumn) 
sperma-va 1+,pod; seed case 
spika 1+,ear (grain); spike (grain) 
spikula,grain (n) 
spilo G,spot (n) 
spina 1++,spine; pin; thorn 
spinaci 1,spinach 
spinta 1+G,spark 
spinula,pin 
spio,spy 
spira 1++,breath; breathe; respire 
spira-ra 1,lung 
spirali 1,spiral 
spiri G,coil 
spiritis (=spiritu) X,spirit 
spiritu 1++,spirit; soul 
spisa,thicken 
splankno G,entrails 
splasc 1,splash 
splendi 1++,splendid; glitter; gloss (shine); luster; lustre; shine; splendor; splendour 
spleno,spleen 
spodo G,ash; ashes; embers 
spolia,booty 
sponde,promise 
spondilo G,vertebra 
spongi 1++G,sponge 
sponsa 1++,spouse; bind; engage; promise 
sponso (=sponsa) 1X,promise; bind; engage 
sponta 1+,free; unbidden; weed; willingly 
spontane,spontaneous 
spora 1+G,spore; intersperse; scatter; seed; spread; strew 
sporona,spur on 
sporta 1++,sport; game (especially sport); play (especially sport); play (game) 
sporta jaketa 1,blazer 
sporta-area 1,pitch 
sporta-do 1,sports centre 
sporta-pe 1,player 
sporta-ra 1++,play-thing; toy 
sposa-matri 1,mother-in-law 
spre (English) 1,spray 
spu 1+,spit 
spude G,exertion; zeal 
spuma 1,foam; froth; suds 
spurio,spurious; false 
spurko G,filthy; foul 
sputa (=spu) X,spit 
sqalidi,dirty 
sqalo 1+,shark 
sqalus,dogfish 
sqama 1,scale (body cover); scale (lose or remove scales) 
sta 1++,stand 
sta bomba 1,mine (bomb) 
stabili 1++,stable; firm; stability; steady 
stabula,stable (n) 
stadio 1,stadium 
staeto G,dough 
stafilo G,bunch of grapes 
stagmo G,drop (n) 
stagna 1++,pond; pool 
staki G,spike (grain) 
stakto G,oozing drops 
stakula,vine (n) 
stalagma (prefer guta) G,dripping 
"stalakti (=stalagma, prefer guta) GX",dripping 
staliko G,stake (n) 
stalo 1+,stall 
stamini G,stamen; thread 
stampa 1++,stamp (v) 
-stan (Ind.),-stan (Ind. country) 
stani 1++,tin (Sn) 
stani-va 1,can (tin); tin can; tin box; tin (box) 
stape,stirrup 
stara (=stare) X,peer (look); stare 
stare,stare; peer (look) 
staro (=stare) X,peer (look); stare 
stasi (=sta) 1X,stand; find oneself (in a place) 
statika (=statiko) 1GX,find oneself (in a place); stand 
statiko 1G,static; statically; stand; find oneself (in a place); stationary; stationed; not moving 
statio 1++,station; park (v); stationed; stop (station) 
statisti (=statistika) X,statistics 
statistika 1,statistics; statistic 
stato 1+,state (political community or its territory); nation 
stato 1++,state (condition); condition; circumstance; situation; status 
stato service 1,civil service 
stato-pe 1,statesman 
statu (=stato) 1X,condition 
statu (=statua) 1X,statue 
statua 1++,statue 
statura 1++,stature; height (body) 
status 1++,status; rank 
statuta,ordain (command) 
stauro 1,cross (n); cross (v); crossing; interbreed 
stauroma G,palisade; stockade 
staxi G,dropping (anim.) 
steato G,fat (suet); suet 
stefano 1G,wreath; corona; crown; garland 
stegno G,closed (tight); constricted 
stego 1++G,roof; ceiling 
stego-ka 1,loft 
stego-traba 1,rafter 
steiligma G,prop; support 
stela (=stele) 1GX,column; pillar 
stela (prefer astro) 1X,star 
stelaria,chickweed 
stele 1+G,column; pillar; stake (n); stanchion 
"stelo (=stela, take astro) X",star 
stemono G,penis 
stencila,stencil 
steno 1++G,narrow; strait 
steno G,strong 
steno vali 1+,ravine 
steno via (=steno-via) 1X,alley; corridor; gangway; lane; passage 
steno-fluvi 1+,brook; creek (small river); rivulet; stream (n) 
steno-via 1++,alley; corridor; gangway; lane; passage 
stento G,shout loudly 
stentora G,loud person 
stepe,steppe 
stereo 1G,solid 
sterigma G,prop; support 
sterili,sterile 
steringo (=sterigma) GX,support 
sterko (prefer kopro) G,dung 
sternu G,chest (body part); sternum 
sternuta,sneeze 
steto G,chest (body part) 
steward,steward 
sti 1++G,switch on; cause; put into gear ; set going ; induce; initiate; make (cause); set in motion ; prod; prompt; provoke; quick; reason (n); start (process); stimulate; turn on 
sti akorda 1+,match (v) 
sti ergo 1,drill (training) 
sti fatiga 1+,tedious 
sti flo 1++,launch 
sti fobo 1G,awful; scare; terrible 
sti hedo 1++,cheer 
sti kade 1,fell (cause to fall); tip over; upset (tip over) 
sti koleri 1+G,annoy; irritate; provoke 
sti kredi 1++,convince; persuade 
sti mei 1,reduce 
sti memo 1++,remind 
sti mira 1,amaze 
sti more 1++,accustom 
sti morta 1,fatal 
sti muta 1,affect 
sti obe 1,subdue; subjugate 
sti pato 1++G,infect; infection 
sti pote 1++,enable 
sti puta 1+,impress 
sti retro 1,push back; turn back 
sti simpati 1G,pathetic 
sti ski 1++,announce 
sti sopo 1,fall asleep; lull to sleep 
sti torti 1,buckle (v) 
sti tristi 1,depress (make sad) 
sti tropi 1+,divert 
sti turba 1+,disturb 
sti u lampa 1,switch on the lamp 
sti veni 1,summon 
sti versi 1,call back 
sti vigi 1++,arouse; rouse; wake up 
sti-fobo 1,horrible 
sti-me 1G,trigger 
u sti-me 1,switch 
sti-sudo 1,sweater 
stibado G,bed; mattress 
stibium G,antimony (Sb) 
stibo G,path; way (road) 
stigma 1,mark; stain 
stiko G,line; row (n) 
stikto G,dappled; dotted 
stila 1,drop (n); drop (v); leak (v) 
stilbo G,glitter; shine 
stilo 1++G,pen; ball-point pen ; style 
stimula 1++G,stimulate; excite; goad; inspire; interesting; tempt; urge on 
stipa,cram; stuff (v) 
stipe,stem; trunk (tree) 
stipendium,pay 
stipto G,crammed; packed 
stipula,stipulate; stipule 
stirpi,stem; stock 
stixi G,puncture 
sto 1++,stop; abandon (give up); abolish; abort; abstain; cease; end; put an end to ; extinguish; finish; halt; interfere; obstruct; prevent; quell; strike (extinguish); suppress; switch off; terminate; turn off; upset (stop) 
sto dipso 1,quench 
sto ergo 1++,strike (labor) 
sto ki ab 1,detain 
sto piro 1G,quench 
sto spira 1,choke; suffocate; stifle (breathing); throttle 
sto-dic 1,gag (in mouth) 
sto-hema 1,tourniquet 
sto-me 1++,brake (n) 
sto-ra 1+,plug (stopper); stopper 
sto-spira (=sto spira) 1X,stifle (breathing); throttle 
stoa G,porch 
stoiko G,stoical 
stokasma G,target 
stoko +G,aim; shot 
stola,stole (n); garment (long) 
stolidi,stupid; dull (stupid) 
stolo G,branch; runner (branch) 
stoma 1++G,mouth; oral 
stomako 1,stomach 
stono G,groan; sigh 
stop (=sto) X,stop; strike (extinguish) 
stop aero 1,smother 
stora 1++,store; car-boot; supply 
stora-do 1++,storehouse; barn; warehouse 
stora-lo 1,depot 
stori 1+,story; account; rapport; tale 
stra 1+,straw; litter (straw) 
stra-tegu 1,thatch 
strabo G,cross-eyed 
stragulu G,blanket 
strama (=stra) GX,straw; litter (straw) 
stramini (=stra) X,straw 
strangali (take nodi) GX,knot 
"strango (take no-rekti, ge-flexi or ge-strepto) X",crooked; twisted 
strangula G,strangle; choke 
stranx,something squeezed out 
strata 1+,street; road; highway 
strategi 1++G,strategy; trick; cleverness; cunning; foxiness; shrewd; shrewdness; trap (trick) 
stratu,covering; layer 
strema (take ge-strepto) GX,sprained; twisted 
stremato (prefer strepto (twist) or presa (stress)) G,twist; wrench; stress (caused by torsion) 
strepto 1++G,twist; coil (v); plait; sprain; twisting; wind (twist) 
stresa 1+,strain; stress 
stria 1++,furrow; groove; line; stripe 
stride,creaking; cry (shrill); grating (sound); harsh (sound); screech; shrill; squeek 
strido (=stride) 1X,screech 
strigoso,lean (thin); thin 
striktu,drawn together 
stringizo (prefer stride) G,screech 
stringos G,screech owl 
strix (=stringos) GX,screech owl 
strobili G,pine cone 
strobo (prefer strombi) G,cone; top (spinning toy); whirl 
strofi G,turn; turning (n); twisted 
strofo (=strofi) GX,turning (n); twisted 
stroma G,mattress 
strombi G,cone; spiral shell; top (spinning toy); whirl 
strongilo 1G,round; circular; rounded 
stropi G,cripple; maim 
stropo G,strap; thong 
stru 1++,build; construct; pile up 
struktura 1++,structure; conformation 
strumi,goitre swelling 
Strutio 1+G,ostrich 
stude 1++,study; explore 
stude viagia 1,expedition 
stude-pe 1++,student; pupil (academic) 
"studenta (=studenti, prefer stude-pe) 1X",scholar 
studenti 1,student; pupil (academic); scholar 
stulta (=stulti) X,fool; foolish 
stulti +,fool; foolish 
stupe 1+,astound; amaze; amazement; astonish; extraordinary; stun 
stupendo,wonderful 
stupidi 1++,stupid; absurd; dull (stupid); ridiculous; ruffian; silly 
stupra,ravish 
stupula,stubble 
sturnus,starling 
"su (=supra, don't mix with sub) 1X",over (local); upstairs; above; over; overhead; senior; superior; top (above); upper 
su facia (=su-facia) 1X,surface; top 
su toto 1,above all; especially 
su-facia 1+,surface 
su-tunika 1,shirt; chemise 
suade,persuade 
suavi,sweet 
sub (don't mix with su) 1++,below; under; beneath; lower; rather (somewhat); somewhat 
sub aqa 1,under water 
sub- 1+,(prefix:) under; under (prefix) 
sub-ge-signi 1,undersigned 
sub-ridi 1++,smile 
sub-tera karcera 1,dungeon 
sub-urba 1,suburb 
suberi 1,cork 
subex,basal layer 
subito 1++,sudden; suddenly; abrupt; surprise 
subito venti 1,gust 
subito volu 1,impulse 
subjekti 1+,subject 
subjuga,subjugate 
sublime 1+,sublime; exalted; uplifted 
sublimi (=sublime) X,sublime; exalted; uplifted 
submarina 1++,submarine 
submerge 1,submerge 
"subo (=sub, or take proxi) X",approximately; rather; somewhat 
subsesa,ambush 
subskribe 1+,subscribe 
substantia,substance 
subter-,(prefix:) beneath; beneath (prefix) 
subtera-ka 1,vault 
subtili,subtle 
subula,awl 
sucede 1++,success; accomplish; pass an examination; profit; succeed; successful 
sucerda,swine dung 
sud 1++,south; southern 
sudi,stake (n) 
sudo 1+,sweat; perspiration; perspire 
sue 1++,sew; sewing; stitch 
sue-me 1+,sewing machine 
sue-pe 1,taylor 
suela 1,ground; floor 
suetu,accustomed 
sufacia (=su-facia) 1X,surface 
sufere (=sufero) X,endure; suffer; undergo 
suferi (=sufero) 1X,endure; suffer; undergo 
sufero 1+,suffer; endure; sufferance; suffering; undergo 
sufici 1++,sufficient; enough; plenty; suffice 
sufla (=fla) X,blow 
sufoka 1+,suffocate; choke; stifle 
suge (=sugo) 1X,suck 
sugesti 1++,suggest; suggestion; nominate; propose 
sugo 1++,suck; suck up 
sui 1++,swine; pig; hog; pork 
sui lipo 1+,lard 
sui poda 1,ham 
sui-cide (=suicide) 1X,suicide 
sui-do 1,sty 
sui-karni 1+,bacon; pork 
suicide,suicide 
sukro 1++,sweet 
sukro krema 1,custard 
sukro-bo 1,tuck (shop) 
sukro-gelatino +,jelly 
sukro-ma 1++,sugar; treacle 
sukro-sito 1,pudding 
suku 1++,succulent; juice; juicy; sap 
sukursa,branch office 
sulfuri 1+,sulphur 
"sulka (=sulko, prefer kanali) X",furrow 
sulko 1,furrow 
sulko (try to express somehow with vigi) 1,ship's wake 
suma 1++,sum; add; calculate; score; summing; total 
suma-me +,calculator 
sumari 1+,summarize; summary; abstract 
sumariza (=sumari) X,summarize 
sume 1+,take 
sumita 1,summit; peak; apogee 
sumptu,costly 
sumu,highest (on top); highest place; summit 
supa 1++,soup 
super (prefer supra),over (local) 
superba,superb; excellent; very good ; splendid 
superbo (=superba) X,superb 
supercilia (=supra-cilia) X,eyebrow 
superficia,surface 
superi,overcome 
superio,higher 
superlativi,superlative; highest (in the upmost degree) 
superna,celestial 
superstitio,superstition 
supine,supine; lying on back 
supli,supply 
suplika,beseech 
suporta,support; help 
suporta-pe,supporter 
suposi,suppose 
supra 1++,above; over; over (local); overhead; senior; superior; top; upper; upstairs 
supra cilia (=supra-cilia) X,eyebrow 
supra toto 1,above all; especially 
supra- 1+,(prefix:) above; above (prefix) 
supra-cilia 1+,brow (hair); eyebrow 
supra-soni 1,supersonic 
supra-tunika 1+,chemise; shirt 
u supra-ve 1,waistcoat 
supra-visi 1++,supervise 
supra-visi-pe 1,superintendent 
supracilia (=supra-cilia) X,eyebrow 
supraflu 1,overflow; superfluous 
supreme,supreme 
supura,form pus 
sura 1++,sure; assure; certain; confidence; confident; confirm; of course; positive; undoubtedly 
surdi,deaf 
surfaci (=su-facia) 1X,surface 
surfacia (=su-facia) X,surface; top 
surge 1++,rise (go up); appear; arise; get up; loom (rise); show up 
surko 1,channel; canal 
surkuli,sucker 
surmonta,overcome 
surprise 1,surprise 
suscita,arouse; stir 
suspekta (prefer suspici or kredi),suspect 
suspici 1+,suspect; suspicious; believe 
suspira 1+,sigh 
susura 1++,whisper; rustle 
sutura 1+,seam 
svelte,slender 
ta 1+,so much; so very 
taba 1++,board; plank; slab 
tabanus,gadfly 
tabe,waste away 
taberna 1,inn; tavern 
tabla 1+,table (furniture) 
tabla (=tabula) 1X,table (figures) 
tabla publika 1+,desk top publishing; DTP (desk top publishing) 
tabla-te 1,table cloth 
tableta 1+,tablet (slab); tablet (medicament) 
tabula 1+,table (figures) 
tace (=taci) X,silent; be silent 
taci 1+,be quiet ; silent; be silent 
taci puta 1,muse 
taeda,pine torch 
taeni 1,tape 
taenia,tapeworm 
taero G,door-hinge 
tafo 1++G,-taph; tomb 
tafro G,trench 
tagax,thievish 
tagma,(something) arranged ; ordered (in order) 
tago,chief; ruler 
takema G,chair; seat (n) 
tako 1++G,fast; quick; brisk; haste; hasty; hurry; nimble; prompt; rapid; rapidity; rate; speed; speedy; sprint; swift (quick); velocity 
tako gluto 1,gulp 
tako grafi 1G,sketch 
tako speka 1,glimpse 
tako tekno 1G,clever; smart (clever) 
tako-kine 1G,nimble 
taktiki G,tactics 
taktile,tactile 
takto 1+,tact; contact 
talamo G,bedroom 
talano G,sad; wretched 
talasi G,sea 
talea,stick (baton); stick (branch) 
talento,talent 
tali 1++,such; such a 
"tali (take kalku for heel, pedi-artri for ankle) X",heel; ankle 
talia,cut to shape; waist 
talo (=tali) X,such 
talo (take klema or others) GX,shoot (plant) 
Talpa 1+,mole 
talpo G,heat; warmth 
talu (take kalku) X,heel 
tambo G,astonishment 
tambura (prefer timpani),drum 
tamburina,tambourine 
tamno G,bush; shrub 
tampo 1,pad 
tamponi,tampon 
tana,tan skins 
tanasi G,death; die 
"tanato (=tanasi, prefer morta) GX",death; die 
tange 1+,touch; contact 
tani G,outstretched 
tanka 1+,tank 
tantaliza,torment 
tanto 1+,so much; so many 
tapa,plug (stop up); stop up 
tape 1++G,carpet; mat; rug 
taperi,taper 
tapeta (=tape) X,carpet; mat; rug 
tapi (=tape) 1X,carpet 
tapioka 1,tapioca 
tapiseri 1,tapestry 
tarako G,disturb 
taraxakum,dandelion 
taraxi,confusion 
tardi 1++,late; delay; slow 
tarifa,tariff 
tarqini,haughty; pride; proud 
tarsu 1+,ankle 
"tarsus (=tarsu, prefer pedi-artri) X",ankle 
tasa 1++,cup 
tasi,stretching (n) 
taso G,sit idle 
tata,daddy 
tatira (prefer Fasanus) G,pheasant 
tauma 1G,marvel; wonder 
taurus,bull (ox) 
tauto G,same; the same 
taverna 1+,inn; tavern 
taxi 1++,taxi; cab 
taxilus (prefer pedi-artri),ankle 
taxlis (=Taxus) X,yew 
taxo 1++G,arrange; arrangement; classify; put in order ; order (arrangement); ordain (arrangement) 
Taxus 1,yew 
te (short form of tende) 1+,aim; deliberate; for (purpose); in order that; in order to; intend; intended for; intention; intentional; object (purpose); purpose; so that; that (final conjunction); tend (intention); tendency; to (in order to) 
-te (short affix form of textili) 1+,textile; cloth; duster; fabric; rag 
te-do 1++,tent 
tea 1++,tea 
tea-va 1,tea pot; teapot 
teatra 1++G,theater; theatre; theatrical 
tedio,tedium 
tefra G,ashes 
tego G,sharpen 
tegu 1++,cover; casing; ceiling; deck; eclipse; lid (cover); shelter; shutter 
tegula 1++,tile 
teka 1++G,box; bin; case (container); chest (box); sheath; teak 
plu teka 1+,baggage; boxes; luggage 
tekni (=tekno) 1GX,skilful 
teknika +G,technique 
tekno 1++G,clever; craft; expert (adj); expertness; know-how; skilful; skill; skilled; skillful; smart (clever); technical; techno- 
tekno G,child 
tekno akti 1,feat 
tekno mali (=tekno-mali) 1GX,cunning; wily 
tekno-mali 1++G,cunning; sly; wily 
tekno-pe 1++,engineer; expert (n) 
teknologi +G,technology 
tekti (prefer stego),roof 
tekto 1+G,build; construct 
tekto ligni 1,timber 
tela 1,canvas; cloth; cobweb; fabric; linen 
tele 1++G,far; afar; distance; distant; farther; further; remote 
